ERR1995218_mpa_pylum.mpa	d__Bacteria|p__Cyanobacteriota	32452
ERR1995218_mpa_pylum.mpa	d__Bacteria|p__Deinococcota	3544
ERR1995218_mpa_pylum.mpa	d__Bacteria|p__Chloroflexota	918
ERR1995218_mpa_pylum.mpa	d__Bacteria|p__Armatimonadota	296
ERR1995218_mpa_pylum.mpa	d__Bacteria|p__Thermomicrobiota	71
ERR1995218_mpa_pylum.mpa	d__Bacteria|p__Pseudomonadota	305767
ERR1995218_mpa_pylum.mpa	d__Bacteria|p__Bacteroidota	220914
ERR1995218_mpa_pylum.mpa	d__Bacteria|p__Ignavibacteriota	1378
ERR1995218_mpa_pylum.mpa	d__Bacteria|p__Chlorobiota	384
ERR1995218_mpa_pylum.mpa	d__Bacteria|p__Balneolota	220
ERR1995218_mpa_pylum.mpa	d__Bacteria|p__Rhodothermota	207
ERR1995218_mpa_pylum.mpa	d__Bacteria|p__Gemmatimonadota	304
ERR1995218_mpa_pylum.mpa	d__Bacteria|p__Fibrobacterota	96
ERR1995218_mpa_pylum.mpa	d__Bacteria|p__Candidatus	6
ERR1995218_mpa_pylum.mpa	d__Bacteria|p__Campylobacterota	50922
ERR1995218_mpa_pylum.mpa	d__Bacteria|p__Planctomycetota	9670
ERR1995218_mpa_pylum.mpa	d__Bacteria|p__Chlamydiota	7968
ERR1995218_mpa_pylum.mpa	d__Bacteria|p__Verrucomicrobiota	5730
ERR1995218_mpa_pylum.mpa	d__Bacteria|p__Candidatus	4579
ERR1995218_mpa_pylum.mpa	d__Bacteria|p__Kiritimatiellota	1267
ERR1995218_mpa_pylum.mpa	d__Bacteria|p__Lentisphaerota	991
ERR1995218_mpa_pylum.mpa	d__Bacteria|p__Fusobacteriota	27820
ERR1995218_mpa_pylum.mpa	d__Bacteria|p__Spirochaetota	23428
ERR1995218_mpa_pylum.mpa	d__Bacteria|p__Thermodesulfobacteriota	11986
